ds,table_name,pg_stat_get_live_tuples,pg_stat_get_dead_tuples,pg_table_size,relid,schemaname,relname,seq_scan,seq_tup_read,idx_scan,idx_tup_fetch,n_tup_ins,n_tup_upd,n_tup_del,n_tup_hot_upd,n_live_tup,n_dead_tup,n_mod_since_analyze,n_ins_since_vacuum,last_vacuum,last_autovacuum,last_analyze,last_autoanalyze,vacuum_count,autovacuum_count,analyze_count,autoanalyze_count
1650436436.5474677,public.usertable,101799,2756,122347520,16671,public,usertable,1,0,9209,108526,103402,1215,1603,210,101799,2756,106220,103402,,,,,0,0,0,0
1650436437.575518,public.usertable,101977,2931,122748928,16671,public,usertable,1,0,9875,117184,103668,1307,1691,229,101977,2931,106666,103668,,,,,0,0,0,0
1650436438.6053786,public.usertable,102159,3101,123150336,16671,public,usertable,1,0,10576,128633,103945,1383,1786,244,102159,3101,107114,103945,,,,,0,0,0,0
1650436439.633729,public.usertable,102332,3258,123510784,16671,public,usertable,1,0,11285,136213,104204,1458,1872,258,102332,3258,107534,104204,,,,,0,0,0,0
1650436440.662066,public.usertable,102490,3418,123904000,16671,public,usertable,1,0,11916,140818,104466,1515,1976,270,102490,3418,107957,104466,,,,,0,0,0,0
1650436441.691237,public.usertable,102641,3595,124280832,16671,public,usertable,1,0,12678,145078,104719,1594,2078,288,102641,3595,108391,104719,,,,,0,0,0,0
1650436442.721546,public.usertable,102810,3747,124657664,16671,public,usertable,1,0,13352,153934,104980,1660,2170,305,102810,3747,108810,104980,,,,,0,0,0,0
1650436443.751051,public.usertable,102966,3916,125034496,16671,public,usertable,1,0,14043,158643,105233,1738,2267,319,102966,3916,109238,105233,,,,,0,0,0,0
1650436444.779948,public.usertable,103136,4095,125435904,16671,public,usertable,1,0,14787,162541,105508,1816,2372,339,103136,4095,109696,105508,,,,,0,0,0,0
1650436445.8122232,public.usertable,103292,4279,125853696,16671,public,usertable,1,0,15608,168240,105767,1905,2475,361,103292,4279,110147,105767,,,,,0,0,0,0
1650436446.840635,public.usertable,103498,4427,126255104,16671,public,usertable,1,0,16321,174189,106060,1979,2562,382,103498,4427,110601,106060,,,,,0,0,0,0
1650436447.8719778,public.usertable,103784,4674,126681088,16671,public,usertable,1,0,17506,183922,106485,2091,2701,396,103784,4674,111277,106485,,,,,0,0,0,0
1650436448.9017658,public.usertable,103979,4831,127082496,16671,public,usertable,1,0,18195,193815,106767,2165,2788,423,103979,4831,111720,106767,,,,,0,0,0,0
1650436449.9323528,public.usertable,104069,4918,127393792,16671,public,usertable,1,0,18647,195701,106911,2205,2842,432,104069,4918,111958,106911,,,,,0,0,0,0
1650436450.9628851,public.usertable,104155,4975,127549440,16671,public,usertable,1,0,18908,197454,107034,2227,2879,436,104155,4975,112140,107034,,,,,0,0,0,0
1650436451.9939375,public.usertable,104350,5154,127959040,16671,public,usertable,1,0,19728,201474,107329,2307,2979,455,104350,5154,112615,107329,,,,,0,0,0,0
1650436453.0245507,public.usertable,104533,5318,128385024,16671,public,usertable,1,0,20516,208021,107614,2376,3081,471,104533,5318,113071,107614,,,,,0,0,0,0
1650436454.0561368,public.usertable,104740,5466,128778240,16671,public,usertable,1,0,21237,214044,107907,2439,3167,482,104740,5466,113513,107907,,,,,0,0,0,0
1650436455.0880475,public.usertable,104902,5634,129179648,16671,public,usertable,1,0,21968,222269,108175,2509,3273,498,104902,5634,113957,108175,,,,,0,0,0,0
1650436456.1178267,public.usertable,105118,5782,129597440,16671,public,usertable,1,0,22713,225746,108467,2581,3349,512,105118,5782,114397,108467,,,,,0,0,0,0
1650436457.1472979,public.usertable,105279,5959,129974272,16671,public,usertable,1,0,23532,232100,108723,2670,3444,537,105279,5959,114837,108723,,,,,0,0,0,0
1650436458.1763232,public.usertable,105475,6107,130375680,16671,public,usertable,1,0,24250,236369,108991,2757,3516,555,105475,6107,115264,108991,,,,,0,0,0,0
1650436459.2058566,public.usertable,105778,6327,130801664,16671,public,usertable,1,0,25415,243594,109428,2853,3650,571,105778,6327,115931,109428,,,,,0,0,0,0
1650436460.2342408,public.usertable,105959,6479,131178496,16671,public,usertable,1,0,26204,249076,109692,2927,3733,591,105959,6479,116352,109692,,,,,0,0,0,0
1650436461.264072,public.usertable,106138,6625,131563520,16671,public,usertable,1,0,26889,254717,109953,2994,3815,606,106138,6625,116762,109953,,,,,0,0,0,0
1650436462.2935982,public.usertable,106321,6785,131956736,16671,public,usertable,1,0,27666,259935,110224,3067,3903,623,106321,6785,117194,110224,,,,,0,0,0,0
1650436463.3232527,public.usertable,106532,6922,132358144,16671,public,usertable,1,0,28420,264544,110507,3140,3975,646,106532,6922,117622,110507,,,,,0,0,0,0
1650436464.3549066,public.usertable,106785,7050,132784128,16671,public,usertable,1,0,29158,271315,110824,3209,4039,666,106785,7050,118072,110824,,,,,0,0,0,0
1650436465.3869505,public.usertable,106988,7192,133210112,16671,public,usertable,1,0,29908,278881,111105,3281,4117,683,106988,7192,118503,111105,,,,,0,0,0,0
1650436466.4161882,public.usertable,107194,7375,133668864,16671,public,usertable,1,0,30695,285884,111410,3367,4216,701,107194,7375,118993,111410,,,,,0,0,0,0
1650436467.4451895,public.usertable,107412,7561,134111232,16671,public,usertable,1,0,31577,291301,111729,3458,4317,733,107412,7561,119504,111729,,,,,0,0,0,0
1650436468.4741025,public.usertable,107606,7722,134512640,16671,public,usertable,1,0,32271,296638,112008,3535,4402,759,107606,7722,119945,112008,,,,,0,0,0,0
1650436469.5040932,public.usertable,107819,7882,134938624,16671,public,usertable,1,0,33026,301218,112315,3608,4496,780,107819,7882,120419,112315,,,,,0,0,0,0
1650436470.5365853,public.usertable,108018,8046,135372800,16671,public,usertable,1,0,33896,307920,112614,3680,4596,796,108018,8046,120890,112614,,,,,0,0,0,0
1650436471.5670538,public.usertable,108231,8183,135790592,16671,public,usertable,1,0,34696,314978,112898,3759,4667,817,108231,8183,121324,112898,,,,,0,0,0,0
1650436472.5985315,public.usertable,108478,8318,136224768,16671,public,usertable,1,0,35435,319623,113226,3820,4748,832,108478,8318,121794,113226,,,,,0,0,0,0
1650436473.6282384,public.usertable,108686,8474,136634368,16671,public,usertable,1,0,36195,324338,113515,3901,4829,859,108686,8474,122245,113515,,,,,0,0,0,0
1650436474.6643374,public.usertable,108905,8626,137052160,16671,public,usertable,1,0,36956,333537,113809,3978,4904,881,108905,8626,122691,113809,,,,,0,0,0,0
1650436475.6952171,public.usertable,109072,8789,137445376,16671,public,usertable,1,0,37774,338733,114073,4049,5001,899,109072,8789,123123,114073,,,,,0,0,0,0
1650436476.723914,public.usertable,109284,8949,137879552,16671,public,usertable,1,0,38652,344441,114375,4129,5091,918,109284,8949,123595,114375,,,,,0,0,0,0
1650436477.7539043,public.usertable,109623,9176,138330112,16671,public,usertable,1,0,39880,350523,114840,4243,5217,946,109623,9176,124300,114840,,,,,0,0,0,0
1650436478.785065,public.usertable,109866,9305,138764288,16671,public,usertable,1,0,40652,354855,115162,4299,5296,965,109866,9305,124757,115162,,,,,0,0,0,0
1650436479.8178134,public.usertable,110077,9455,139198464,16671,public,usertable,1,0,41454,359921,115466,4366,5389,984,110077,9455,125221,115466,,,,,0,0,0,0
1650436480.8511386,public.usertable,110304,9610,139624448,16671,public,usertable,1,0,42290,364103,115771,4443,5467,1006,110304,9610,125681,115771,,,,,0,0,0,0
1650436481.8798692,public.usertable,110492,9741,140001280,16671,public,usertable,1,0,42992,371408,116037,4503,5545,1020,110492,9741,126085,116037,,,,,0,0,0,0
1650436482.908624,public.usertable,110750,9870,140435456,16671,public,usertable,1,0,43800,378832,116370,4563,5620,1042,110750,9870,126553,116370,,,,,0,0,0,0
1650436483.9385319,public.usertable,110955,10027,140853248,16671,public,usertable,1,0,44636,383300,116679,4617,5724,1060,110955,10027,127020,116679,,,,,0,0,0,0
1650436484.9686599,public.usertable,111170,10181,141287424,16671,public,usertable,1,0,45420,386096,116984,4687,5814,1080,111170,10181,127485,116984,,,,,0,0,0,0
1650436485.997274,public.usertable,111380,10332,141721600,16671,public,usertable,1,0,46267,390942,117286,4760,5906,1103,111380,10332,127952,117286,,,,,0,0,0,0
1650436487.0271862,public.usertable,111643,10456,142163968,16671,public,usertable,1,0,47123,396355,117618,4821,5975,1120,111643,10456,128414,117618,,,,,0,0,0,0
1650436488.0585265,public.usertable,111864,10609,142598144,16671,public,usertable,1,0,48006,398598,117925,4893,6061,1139,111864,10609,128879,117925,,,,,0,0,0,0
1650436489.0886943,public.usertable,112099,10733,143015936,16671,public,usertable,1,0,48783,402535,118229,4953,6130,1156,112099,10733,129312,118229,,,,,0,0,0,0
1650436490.1218452,public.usertable,112318,10885,143425536,16671,public,usertable,1,0,49554,406313,118540,5022,6222,1182,112318,10885,129784,118540,,,,,0,0,0,0
1650436491.152727,public.usertable,112502,11038,143818752,16671,public,usertable,1,0,50412,412737,118823,5086,6321,1203,112502,11038,130230,118823,,,,,0,0,0,0
1650436492.1826682,public.usertable,112706,11166,144220160,16671,public,usertable,1,0,51138,417789,119101,5145,6395,1218,112706,11166,130641,119101,,,,,0,0,0,0
1650436493.2120721,public.usertable,112957,11281,144646144,16671,public,usertable,1,0,51849,424876,119420,5199,6463,1238,112957,11281,131082,119420,,,,,0,0,0,0
1650436494.2445016,public.usertable,113165,11411,145014784,16671,public,usertable,1,0,52604,428897,119701,5262,6536,1253,113165,11411,131499,119701,,,,,0,0,0,0
1650436495.2729142,public.usertable,113331,11534,145326080,16671,public,usertable,1,0,53358,433335,119939,5319,6608,1272,113331,11534,131866,119939,,,,,0,0,0,0
1650436496.3017466,public.usertable,113579,11677,145620992,16671,public,usertable,1,0,54178,441627,120264,5391,6685,1295,113579,11677,132340,120264,,,,,0,0,0,0
1650436497.3318183,public.usertable,113708,11762,145858560,16671,public,usertable,1,0,54668,445033,120445,5426,6737,1303,113708,11762,132608,120445,,,,,0,0,0,0
1650436498.3602962,public.usertable,113844,11857,146128896,16671,public,usertable,1,0,55234,447856,120640,5466,6796,1312,113844,11857,132902,120640,,,,,0,0,0,0
1650436499.3903008,public.usertable,113983,11965,146415616,16671,public,usertable,1,0,55797,451459,120844,5510,6861,1326,113983,11965,133215,120844,,,,,0,0,0,0
1650436500.4189665,public.usertable,114141,12045,146702336,16671,public,usertable,1,0,56347,456363,121051,5550,6910,1338,114141,12045,133511,121051,,,,,0,0,0,0
1650436501.4473994,public.usertable,114298,12141,146989056,16671,public,usertable,1,0,56901,458397,121266,5592,6968,1351,114298,12141,133826,121266,,,,,0,0,0,0
1650436502.4781437,public.usertable,114484,12236,147300352,16671,public,usertable,1,0,57500,462432,121501,5642,7017,1367,114484,12236,134160,121501,,,,,0,0,0,0
1650436503.5075252,public.usertable,114643,12334,147603456,16671,public,usertable,1,0,58135,465767,121708,5700,7065,1390,114643,12334,134473,121708,,,,,0,0,0,0
1650436504.537917,public.usertable,114845,12441,147996672,16671,public,usertable,1,0,58822,468508,121968,5752,7123,1404,114845,12441,134843,121968,,,,,0,0,0,0
1650436505.5666237,public.usertable,115103,12574,148430848,16671,public,usertable,1,0,59627,470370,122297,5814,7194,1428,115103,12574,135305,122297,,,,,0,0,0,0
1650436506.5960572,public.usertable,115337,12712,148848640,16671,public,usertable,1,0,60483,474011,122603,5886,7266,1452,115337,12712,135755,122603,,,,,0,0,0,0
1650436507.6279755,public.usertable,115583,12831,149299200,16671,public,usertable,1,0,61291,478384,122920,5942,7337,1473,115583,12831,136199,122920,,,,,0,0,0,0
1650436508.6594145,public.usertable,115838,12953,149733376,16671,public,usertable,1,0,62102,482806,123246,6004,7408,1492,115838,12953,136658,123246,,,,,0,0,0,0
1650436509.6904395,public.usertable,116078,13103,150183936,16671,public,usertable,1,0,62930,488760,123574,6072,7496,1509,116078,13103,137142,123574,,,,,0,0,0,0
1650436510.722039,public.usertable,116305,13234,150601728,16671,public,usertable,1,0,63748,493564,123882,6128,7577,1520,116305,13234,137587,123882,,,,,0,0,0,0
1650436511.7518175,public.usertable,116538,13362,151003136,16671,public,usertable,1,0,64566,498448,124188,6185,7650,1540,116538,13362,138023,124188,,,,,0,0,0,0
1650436512.7831776,public.usertable,116762,13492,151445504,16671,public,usertable,1,0,65357,504818,124480,6251,7718,1557,116762,13492,138449,124480,,,,,0,0,0,0
1650436513.8151362,public.usertable,116988,13618,151781376,16671,public,usertable,1,0,66230,508554,124789,6296,7801,1574,116988,13618,138886,124789,,,,,0,0,0,0
1650436514.8440325,public.usertable,117158,13750,152158208,16671,public,usertable,1,0,66919,510824,125036,6352,7878,1593,117158,13750,139266,125036,,,,,0,0,0,0
1650436515.874093,public.usertable,117447,13925,152510464,16671,public,usertable,1,0,67999,518476,125438,6423,7991,1615,117447,13925,139852,125438,,,,,0,0,0,0
1650436516.9017959,public.usertable,117652,14036,152879104,16671,public,usertable,1,0,68667,521340,125710,6468,8058,1629,117652,14036,140236,125710,,,,,0,0,0,0
1650436517.9312801,public.usertable,117867,14146,153247744,16671,public,usertable,1,0,69426,524894,125996,6513,8129,1645,117867,14146,140638,125996,,,,,0,0,0,0
1650436518.9614878,public.usertable,118053,14237,153559040,16671,public,usertable,1,0,70057,527887,126238,6548,8185,1653,118053,14237,140971,126238,,,,,0,0,0,0
1650436519.993587,public.usertable,118219,14321,153886720,16671,public,usertable,1,0,70588,531258,126459,6582,8240,1662,118219,14321,141281,126459,,,,,0,0,0,0
1650436521.0251682,public.usertable,118431,14397,154189824,16671,public,usertable,1,0,71224,536939,126718,6621,8287,1676,118431,14397,141626,126718,,,,,0,0,0,0
1650436522.0571234,public.usertable,118586,14469,154484736,16671,public,usertable,1,0,71787,543812,126916,6659,8330,1689,118586,14469,141905,126916,,,,,0,0,0,0
1650436523.0875416,public.usertable,118813,14595,154910720,16671,public,usertable,1,0,72684,548553,127221,6716,8408,1711,118813,14595,142345,127221,,,,,0,0,0,0
1650436524.116375,public.usertable,119035,14732,155320320,16671,public,usertable,1,0,73559,552559,127531,6767,8496,1733,119035,14732,142794,127531,,,,,0,0,0,0
1650436525.1450334,public.usertable,119279,14877,155770880,16671,public,usertable,1,0,74435,556475,127861,6829,8582,1752,119279,14877,143272,127861,,,,,0,0,0,0
1650436526.174502,public.usertable,119542,15005,156229632,16671,public,usertable,1,0,75260,560989,128208,6874,8666,1768,119542,15005,143748,128208,,,,,0,0,0,0
1650436527.2041862,public.usertable,119773,15150,156647424,16671,public,usertable,1,0,76183,565650,128525,6938,8752,1787,119773,15150,144215,128525,,,,,0,0,0,0
1650436528.2351153,public.usertable,120032,15268,157081600,16671,public,usertable,1,0,76937,569342,128848,6997,8816,1806,120032,15268,144661,128848,,,,,0,0,0,0
1650436529.2658594,public.usertable,120286,15392,157532160,16671,public,usertable,1,0,77774,573753,129178,7052,8892,1825,120286,15392,145122,129178,,,,,0,0,0,0
1650436530.2962017,public.usertable,120543,15506,157958144,16671,public,usertable,1,0,78540,578640,129498,7106,8955,1840,120543,15506,145559,129498,,,,,0,0,0,0
1650436531.3251061,public.usertable,120798,15623,158375936,16671,public,usertable,1,0,79344,582591,129813,7169,9015,1864,120798,15623,145997,129813,,,,,0,0,0,0
1650436532.3556473,public.usertable,121039,15743,158769152,16671,public,usertable,1,0,80156,586066,130124,7223,9085,1897,121039,15743,146432,130124,,,,,0,0,0,0
1650436533.3848896,public.usertable,121281,15873,159203328,16671,public,usertable,1,0,81016,587579,130431,7289,9150,1925,121281,15873,146870,130431,,,,,0,0,0,0
1650436534.4136004,public.usertable,121655,16033,159621120,16671,public,usertable,1,0,82324,595022,130911,7364,9256,1949,121655,16033,147531,130911,,,,,0,0,0,0
1650436535.4434888,public.usertable,121891,16175,160063488,16671,public,usertable,1,0,83213,598260,131231,7426,9340,1971,121891,16175,147997,131231,,,,,0,0,0,0
1650436536.4752524,public.usertable,122159,16285,160497664,16671,public,usertable,1,0,84038,605238,131565,7481,9406,1987,122159,16285,148452,131565,,,,,0,0,0,0
1650436537.506322,public.usertable,122393,16414,160915456,16671,public,usertable,1,0,84816,607685,131877,7534,9484,2005,122393,16414,148895,131877,,,,,0,0,0,0
1650436538.5355241,public.usertable,122635,16529,161341440,16671,public,usertable,1,0,85584,611847,132189,7587,9554,2022,122635,16529,149330,132189,,,,,0,0,0,0
1650436539.5644042,public.usertable,122916,16645,161808384,16671,public,usertable,1,0,86404,615926,132534,7642,9618,2045,122916,16645,149794,132534,,,,,0,0,0,0
1650436540.5926669,public.usertable,123206,16754,162250752,16671,public,usertable,1,0,87217,619192,132881,7696,9675,2064,123206,16754,150252,132881,,,,,0,0,0,0
1650436541.6235774,public.usertable,123443,16885,162668544,16671,public,usertable,1,0,88026,622225,133203,7747,9760,2086,123443,16885,150710,133203,,,,,0,0,0,0
1650436542.654214,public.usertable,123662,17014,163061760,16671,public,usertable,1,0,88829,625355,133498,7802,9836,2105,123662,17014,151136,133498,,,,,0,0,0,0
1650436543.6832922,public.usertable,123902,17132,163495936,16671,public,usertable,1,0,89665,631658,133806,7860,9904,2124,123902,17132,151570,133806,,,,,0,0,0,0
1650436544.713551,public.usertable,124179,17243,163946496,16671,public,usertable,1,0,90564,636385,134144,7917,9965,2141,124179,17243,152026,134144,,,,,0,0,0,0
1650436545.7426374,public.usertable,124434,17367,164380672,16671,public,usertable,1,0,91590,640790,134474,7973,10040,2159,124434,17367,152487,134474,,,,,0,0,0,0
1650436546.7729182,public.usertable,124674,17499,164806656,16671,public,usertable,1,0,92509,644697,134796,8032,10122,2182,124674,17499,152950,134796,,,,,0,0,0,0
1650436547.8024697,public.usertable,124938,17617,165232640,16671,public,usertable,1,0,93407,647936,135134,8084,10196,2206,124938,17617,153414,135134,,,,,0,0,0,0
1650436548.8321116,public.usertable,125145,17759,165666816,16671,public,usertable,1,0,94210,653184,135429,8145,10284,2231,125145,17759,153858,135429,,,,,0,0,0,0
1650436549.8626268,public.usertable,125386,17889,166060032,16671,public,usertable,1,0,95086,656578,135748,8201,10362,2250,125386,17889,154311,135748,,,,,0,0,0,0
1650436550.8914695,public.usertable,125611,18018,166461440,16671,public,usertable,1,0,95927,661134,136043,8265,10432,2275,125611,18018,154740,136043,,,,,0,0,0,0
1650436551.9227297,public.usertable,125847,18136,166895616,16671,public,usertable,1,0,96706,665062,136350,8327,10503,2298,125847,18136,155180,136350,,,,,0,0,0,0
1650436552.95257,public.usertable,126086,18255,167313408,16671,public,usertable,1,0,97501,668002,136649,8388,10563,2318,126086,18255,155600,136649,,,,,0,0,0,0
1650436553.9811218,public.usertable,126482,18424,167747584,16671,public,usertable,1,0,98837,674151,137140,8470,10658,2345,126482,18424,156268,137140,,,,,0,0,0,0
1650436555.0115623,public.usertable,126720,18541,168157184,16671,public,usertable,1,0,99697,678698,137450,8524,10730,2368,126720,18541,156704,137450,,,,,0,0,0,0
1650436556.0439482,public.usertable,126965,18639,168583168,16671,public,usertable,1,0,100480,683361,137758,8577,10793,2383,126965,18639,157128,137758,,,,,0,0,0,0
1650436557.0761302,public.usertable,127219,18762,169009152,16671,public,usertable,1,0,101288,686516,138076,8641,10857,2407,127219,18762,157574,138076,,,,,0,0,0,0
1650436558.106176,public.usertable,127437,18892,169410560,16671,public,usertable,1,0,102110,689390,138368,8700,10931,2427,127437,18892,157999,138368,,,,,0,0,0,0
1650436559.1383452,public.usertable,127694,19000,169836544,16671,public,usertable,1,0,102912,693628,138689,8750,10995,2449,127694,19000,158434,138689,,,,,0,0,0,0
1650436560.170557,public.usertable,127928,19109,170229760,16671,public,usertable,1,0,103786,697181,138997,8794,11069,2468,127928,19109,158860,138997,,,,,0,0,0,0
1650436561.19958,public.usertable,128185,19204,170655744,16671,public,usertable,1,0,104580,701135,139305,8847,11120,2487,128185,19204,159272,139305,,,,,0,0,0,0
1650436562.2287874,public.usertable,128454,19302,171065344,16671,public,usertable,1,0,105382,703063,139631,8890,11177,2502,128454,19302,159698,139631,,,,,0,0,0,0
1650436563.259055,public.usertable,128690,19424,171499520,16671,public,usertable,1,0,106283,706322,139945,8943,11255,2517,128690,19424,160143,139945,,,,,0,0,0,0
1650436564.288212,public.usertable,128926,19563,171909120,16671,public,usertable,1,0,107154,710248,140260,9006,11334,2546,128926,19563,160600,140260,,,,,0,0,0,0
1650436565.3190696,public.usertable,129150,19641,172195840,16671,public,usertable,1,0,107813,713322,140528,9043,11378,2557,129150,19641,160949,140528,,,,,0,0,0,0
1650436566.3493912,public.usertable,129329,19702,172507136,16671,public,usertable,1,0,108431,717526,140736,9078,11407,2568,129329,19702,161221,140736,,,,,0,0,0,0
1650436567.37967,public.usertable,129498,19782,172769280,16671,public,usertable,1,0,108973,720603,140953,9112,11455,2582,129498,19782,161520,140953,,,,,0,0,0,0
1650436568.4087696,public.usertable,129637,19864,173031424,16671,public,usertable,1,0,109541,722154,141140,9146,11503,2595,129637,19864,161789,141140,,,,,0,0,0,0
1650436569.440103,public.usertable,129822,19921,173318144,16671,public,usertable,1,0,110047,723689,141356,9180,11534,2605,129822,19921,162070,141356,,,,,0,0,0,0
1650436570.4751666,public.usertable,129976,20007,173588480,16671,public,usertable,1,0,110629,727073,141569,9210,11593,2616,129976,20007,162372,141569,,,,,0,0,0,0
1650436571.5054107,public.usertable,130106,20101,173834240,16671,public,usertable,1,0,111170,729539,141750,9258,11644,2636,130106,20101,162652,141750,,,,,0,0,0,0
1650436572.5361688,public.usertable,130256,20173,174112768,16671,public,usertable,1,0,111637,731375,141936,9298,11680,2651,130256,20173,162914,141936,,,,,0,0,0,0
1650436573.5680304,public.usertable,130506,20299,174399488,16671,public,usertable,1,0,112521,735709,142252,9364,11746,2674,130506,20299,163362,142252,,,,,0,0,0,0
1650436574.5985873,public.usertable,130684,20379,174678016,16671,public,usertable,1,0,113170,739624,142473,9405,11789,2690,130684,20379,163667,142473,,,,,0,0,0,0
1650436575.6264508,public.usertable,130859,20462,174981120,16671,public,usertable,1,0,113720,743670,142705,9433,11846,2706,130859,20462,163984,142705,,,,,0,0,0,0
1650436576.657805,public.usertable,131058,20547,175316992,16671,public,usertable,1,0,114380,745200,142949,9473,11891,2720,131058,20547,164313,142949,,,,,0,0,0,0
1650436577.6897702,public.usertable,131310,20622,175685632,16671,public,usertable,1,0,115083,746814,143243,9512,11933,2735,131310,20622,164688,143243,,,,,0,0,0,0
1650436578.7189891,public.usertable,131554,20718,176087040,16671,public,usertable,1,0,115888,749974,143539,9560,11985,2752,131554,20718,165084,143539,,,,,0,0,0,0
1650436579.748928,public.usertable,131785,20803,176455680,16671,public,usertable,1,0,116553,753856,143815,9610,12030,2773,131785,20803,165455,143815,,,,,0,0,0,0
1650436580.7823112,public.usertable,131994,20914,176816128,16671,public,usertable,1,0,117235,756495,144086,9665,12092,2792,131994,20914,165843,144086,,,,,0,0,0,0
1650436581.813815,public.usertable,132222,21033,177225728,16671,public,usertable,1,0,118075,758768,144377,9725,12155,2810,132222,21033,166257,144377,,,,,0,0,0,0
1650436582.8461862,public.usertable,132470,21144,177643520,16671,public,usertable,1,0,118847,761763,144683,9784,12213,2828,132470,21144,166680,144683,,,,,0,0,0,0
1650436583.8750665,public.usertable,132719,21248,178061312,16671,public,usertable,1,0,119706,767404,144988,9838,12269,2848,132719,21248,167095,144988,,,,,0,0,0,0
1650436584.9077578,public.usertable,132973,21361,178479104,16671,public,usertable,1,0,120578,772384,145303,9896,12330,2870,132973,21361,167529,145303,,,,,0,0,0,0
1650436585.9366503,public.usertable,133234,21470,178937856,16671,public,usertable,1,0,121463,775919,145626,9955,12392,2889,133234,21470,167973,145626,,,,,0,0,0,0
1650436586.9648757,public.usertable,133513,21588,179372032,16671,public,usertable,1,0,122300,779238,145981,10002,12468,2914,133513,21588,168451,145981,,,,,0,0,0,0
1650436587.993771,public.usertable,133752,21707,179781632,16671,public,usertable,1,0,123070,782313,146286,10063,12534,2932,133752,21707,168883,146286,,,,,0,0,0,0
1650436589.0231504,public.usertable,133977,21810,180166656,16671,public,usertable,1,0,123820,787699,146577,10109,12600,2952,133977,21810,169286,146577,,,,,0,0,0,0
1650436590.055476,public.usertable,134237,21914,180600832,16671,public,usertable,1,0,124639,792020,146886,10170,12649,2982,134237,21914,169705,146886,,,,,0,0,0,0
1650436591.0904183,public.usertable,134490,22024,181002240,16671,public,usertable,1,0,125507,795247,147202,10226,12712,3000,134490,22024,170140,147202,,,,,0,0,0,0
1650436592.1210167,public.usertable,134872,22182,181428224,16671,public,usertable,1,0,126771,800460,147668,10308,12796,3026,134872,22182,170772,147668,,,,,0,0,0,0
1650436593.152372,public.usertable,135126,22305,181870592,16671,public,usertable,1,0,127615,802634,147995,10359,12869,3041,135126,22305,171223,147995,,,,,0,0,0,0
1650436594.1833124,public.usertable,135363,22432,182288384,16671,public,usertable,1,0,128541,805125,148307,10419,12944,3062,135363,22432,171670,148307,,,,,0,0,0,0
1650436595.2123978,public.usertable,135598,22555,182706176,16671,public,usertable,1,0,129463,810384,148618,10477,13020,3083,135598,22555,172115,148618,,,,,0,0,0,0
1650436596.2475066,public.usertable,135858,22680,183164928,16671,public,usertable,1,0,130456,813333,148951,10533,13093,3101,135858,22680,172577,148951,,,,,0,0,0,0
